id,label
00541,2
00542,11
00543,1
00544,15
00545,11
00546,5
00547,15
00548,16
00549,10
00550,18
00551,11
00552,17
00553,7
00554,12
00555,6
00556,6
00557,1
00558,16
00559,6
00560,1
00561,12
00562,4
00563,4
00564,18
00565,17
00566,4
00567,12
00568,9
00569,4
00570,7
00571,12
00572,19
00573,9
00574,11
00575,12
00576,18
00577,9
00578,12
00579,10
00580,11
00581,16
00582,11
00583,8
00584,10
00585,1
00586,6
00587,0
00588,18
00589,9
00590,4
00591,5
00592,13
00593,5
00594,15
00595,0
00596,18
00597,14
00598,17
00599,16
00600,14
00601,11
00602,9
00603,17
00604,11
00605,9
00606,8
00607,19
00608,13
00609,14
00610,9
00611,4
00612,6
00613,14
00614,4
00615,1
00616,4
00617,9
00618,12
00619,8
00620,9
00621,9
00622,4
00623,12
00624,4
00625,0
00626,3
00627,19
00628,8
00629,14
00630,0
00631,18
00632,2
00633,4
00634,1
00635,8
00636,12
00637,1
00638,3
00639,14
00640,6
00641,4
00642,13
00643,10
00644,2
00645,9
00646,13
00647,12
00648,14
00649,3
00650,3
00651,17
00652,3
00653,18
00654,4
00655,5
00656,3
00657,8
00658,14
00659,9
00660,6
00661,16
00662,14
00663,12
00664,12
00665,3
00666,2
00667,10
00668,5
00669,17
00670,16
00671,3
00672,1
00673,18
00674,13
00675,17
00676,16
00677,13
00678,1
00679,10
00680,10
00681,11
00682,18
00683,5
00684,3
00685,4
00686,2
00687,14
00688,2
00689,14
00690,19
00691,4
00692,1
00693,1
00694,5
00695,19
00696,3
00697,14
00698,11
00699,18
00700,6
00701,18
00702,0
00703,18
00704,5
00705,17
00706,15
00707,7
00708,11
00709,18
00710,11
00711,4
00712,8
00713,7
00714,6
00715,9
00716,11
00717,12
00718,16
00719,11
00720,5
00721,12
00722,16
00723,10
00724,14
00725,5
00726,3
00727,4
00728,17
00729,4
00730,19
00731,14
00732,16
00733,17
00734,8
00735,3
00736,1
00737,6
00738,3
00739,1
00740,2
00741,3
00742,16
00743,2
00744,1
00745,7
00746,3
00747,18
00748,17
00749,6
00750,10
00751,4
00752,4
00753,6
00754,3
00755,17
00756,17
00757,2
00758,11
00759,6
00760,12
00761,12
00762,16
00763,10
00764,19
00765,15
00766,2
00767,17
00768,8
00769,18
00770,0
00771,10
00772,13
00773,14
00774,3
00775,2
00776,7
00777,4
00778,12
00779,4
00780,0
00781,14
00782,13
00783,8
00784,17
00785,2
00786,19
00787,18
00788,0
00789,4
00790,5
00791,8
00792,11
00793,14
00794,6
00795,2
00796,0
00797,2
00798,12
00799,12
00800,14
00801,12
00802,1
00803,18
00804,3
00805,17
00806,10
00807,2
00808,8
00809,14
00810,11
00811,12
00812,3
00813,5
00814,10
00815,15
00816,14
00817,10
00818,17
00819,15
00820,11
00821,14
00822,14
00823,6
00824,3
00825,19
00826,16
00827,2
00828,14
00829,7
00830,12
00831,12
00832,3
00833,9
00834,6
00835,2
00836,0
00837,16
00838,17
00839,9
00840,2
00841,12
00842,5
00843,6
00844,5
00845,18
00846,15
00847,10
00848,10
00849,14
00850,5
00851,17
00852,11
00853,15
00854,2
00855,1
00856,10
00857,14
00858,11
00859,17
00860,1
00861,4
00862,18
00863,14
00864,1
00865,17
00866,0
00867,12
00868,18
00869,16
00870,8
00871,6
00872,11
00873,4
00874,14
00875,7
00876,4
00877,7
00878,9
00879,13
00880,0
00881,3
00882,19
00883,12
00884,15
00885,8
00886,14
00887,3
00888,18
00889,17
00890,0
00891,18
00892,11
00893,9
00894,3
00895,14
00896,6
00897,14
00898,4
00899,9
00900,9
00901,13
00902,16
00903,1
00904,4
00905,10
00906,9
00907,15
00908,8
00909,9
00910,1
00911,13
00912,18
00913,14
00914,12
00915,6
00916,16
00917,2
00918,11
00919,2
00920,14
00921,6
00922,3
00923,11
00924,0
00925,16
00926,11
00927,15
00928,8
00929,1
00930,11
00931,2
00932,9
00933,13
00934,14
00935,17
00936,1
00937,2
00938,0
00939,8
00940,9
00941,13
00942,12
00943,1
00944,16
00945,12
00946,18
00947,12
00948,4
00949,18
00950,6
00951,6
00952,15
00953,10
00954,2
00955,4
00956,5
00957,0
00958,14
00959,7
00960,4
00961,16
00962,8
00963,17
00964,6
00965,6
00966,8
00967,10
00968,18
00969,1
00970,19
00971,15
00972,10
00973,17
00974,14
00975,7
00976,4
00977,10
00978,9
00979,1
00980,5
00981,11
00982,16
00983,4
00984,17
00985,6
00986,7
00987,9
00988,5
00989,5
00990,1
00991,10
00992,3
00993,14
00994,14
00995,11
00996,8
00997,0
00998,17
00999,0
01000,1
01001,10
01002,12
01003,10
01004,10
01005,7
01006,18
01007,2
01008,17
01009,8
01010,12
01011,0
01012,19
01013,17
01014,16
01015,1
01016,4
01017,18
01018,11
01019,17
01020,18
01021,6
01022,9
01023,6
01024,18
01025,4
01026,16
01027,10
01028,0
01029,14
01030,17
01031,2
01032,2
01033,1
01034,9
01035,9
01036,6
01037,15
01038,2
01039,6
01040,6
01041,9
01042,10
01043,2
01044,16
01045,4
01046,12
01047,5
01048,7
01049,14
01050,12
01051,18
01052,10
01053,3
01054,15
01055,13
01056,9
01057,13
01058,8
01059,18
01060,11
01061,17
01062,9
01063,1
01064,0
01065,17
01066,13
01067,8
01068,16
01069,12
01070,14
01071,1
01072,14
01073,8
01074,1
01075,9
01076,6
01077,1
01078,6
01079,17
01080,10
01081,2
01082,16
01083,9
01084,4
01085,2
01086,8
01087,8
01088,16
01089,16
01090,3
01091,9
01092,17
01093,3
01094,8
01095,4
01096,9
01097,10
01098,10
01099,1
01100,4
01101,8
01102,9
01103,6
01104,8
01105,17
01106,17
01107,11
01108,9
01109,13
01110,1
01111,18
01112,2
01113,3
01114,14
01115,14
01116,11
01117,19
01118,11
01119,16
01120,1
01121,6
01122,3
01123,19
01124,6
01125,12
01126,11
01127,14
01128,0
01129,0
01130,11
01131,18
01132,12
01133,12
01134,16
01135,17
01136,18
01137,6
01138,7
01139,14
01140,0
01141,10
01142,18
01143,19
01144,18
01145,13
01146,16
01147,4
01148,3
01149,12
01150,19
01151,10
01152,9
01153,13
01154,1
01155,5
01156,18
01157,2
01158,3
01159,5
01160,6
01161,18
01162,4
01163,16
01164,1
01165,19
01166,12
01167,17
01168,9
01169,12
01170,2
01171,7
01172,4
01173,14
01174,3
01175,12
01176,10
01177,0
01178,5
01179,3
01180,1
01181,12
01182,3
01183,0
01184,0
01185,4
01186,11
01187,4
01188,1
01189,2
01190,12
01191,8
01192,6
01193,19
01194,0
01195,9
01196,1
01197,9
01198,14
01199,8
01200,0
01201,15
01202,7
01203,8
01204,15
01205,12
01206,2
01207,14
01208,14
01209,2
01210,4
01211,9
01212,1
01213,18
01214,1
01215,10
01216,4
01217,16
01218,5
01219,19
01220,13
01221,9
01222,10
01223,4
01224,6
01225,9
01226,8
01227,8
01228,15
01229,17
01230,5
01231,6
01232,17
01233,9
01234,0
01235,1
01236,16
01237,16
01238,0
01239,2
01240,14
01241,12
01242,8
01243,17
01244,8
01245,3
01246,19
01247,10
01248,17
01249,1
01250,1
01251,9
01252,7
01253,0
01254,16
01255,4
01256,4
01257,11
01258,7
01259,3
01260,0
01261,8
01262,13
01263,0
01264,3
01265,1
01266,3
01267,1
01268,12
01269,11
01270,5
01271,7
01272,19
01273,0
01274,7
01275,17
01276,0
01277,13
01278,12
01279,7
01280,8
01281,6
01282,15
01283,13
01284,16
01285,6
01286,0
01287,10
01288,11
01289,17
01290,8
01291,10
01292,3
01293,4
01294,13
01295,11
01296,11
01297,17
01298,19
01299,6
01300,8
01301,7
01302,16
01303,1
01304,17
01305,4
01306,8
01307,2
01308,13
01309,4
01310,9
01311,8
01312,11
01313,6
01314,6
01315,11
01316,1
01317,2
01318,17
01319,8
01320,9
01321,0
01322,2
01323,18
01324,10
01325,0
01326,12
01327,18
01328,14
01329,4
01330,2
01331,6
01332,9
01333,3
01334,19
01335,18
01336,14
01337,5
01338,11
01339,3
01340,12
01341,9
01342,6
01343,8
01344,14
01345,9
01346,10
01347,6
01348,14
01349,12
01350,8
01351,14
01352,17
01353,12
01354,11
01355,15
01356,8
01357,1
01358,11
01359,6
01360,4
01361,5
01362,15
01363,4
01364,18
01365,16
01366,11
01367,0
01368,18
01369,14
01370,9
01371,6
01372,12
01373,2
01374,1
01375,7
01376,12
01377,0
01378,2
01379,18
01380,9
01381,16
01382,11
01383,14
01384,0
01385,4
01386,16
01387,1
01388,6
01389,12
01390,14
01391,1
01392,18
01393,18
01394,3
01395,2
01396,3
01397,14
01398,9
01399,5
01400,8
01401,13
01402,3
01403,17
01404,12
01405,17
01406,13
01407,0
01408,7
01409,12
01410,18
01411,1
01412,10
01413,8
01414,11
01415,15
01416,14
01417,4
01418,0
01419,0
01420,13
01421,11
01422,0
01423,2
01424,4
01425,6
01426,11
01427,16
01428,8
01429,2
01430,14
01431,4
01432,5
01433,18
01434,11
01435,17
01436,19
01437,3
01438,9
01439,13
01440,2
01441,18
01442,5
01443,8
01444,6
01445,19
01446,1
01447,11
01448,18
01449,5
01450,17
01451,17
01452,0
01453,2
01454,4
01455,19
01456,9
01457,5
01458,2
01459,18
01460,2
01461,5
01462,2
01463,9
01464,15
01465,0
01466,0
01467,10
01468,6
01469,8
01470,5
01471,6
01472,7
01473,0
01474,18
01475,14
01476,16
01477,12
01478,8
01479,10
01480,2
01481,19
01482,6
01483,14
01484,14
01485,3
01486,16
01487,6
01488,4
01489,19
01490,2
01491,6
01492,9
01493,16
01494,6
01495,2
01496,14
01497,10
01498,14
01499,11
01500,12
01501,17
01502,7
01503,9
01504,0
01505,11
01506,17
01507,10
01508,6
01509,16
01510,8
01511,19
01512,3
01513,1
01514,12
01515,6
01516,17
01517,12
01518,14
01519,10
01520,17
01521,18
01522,0
01523,4
01524,14
01525,6
01526,0
01527,9
01528,0
01529,11
01530,12
01531,3
01532,10
01533,9
01534,6
01535,10
01536,5
01537,18
01538,3
01539,7
01540,16
01541,9
01542,10
01543,17
01544,10
01545,9
01546,0
01547,17
01548,13
01549,14
01550,4
01551,0
01552,12
01553,11
01554,19
01555,8
01556,0
01557,12
01558,18
01559,9
01560,19
01561,2
01562,1
01563,6
01564,14
01565,14
01566,16
01567,19
01568,12
01569,10
01570,12
01571,13
01572,14
01573,17
01574,5
01575,6
01576,18
01577,8
01578,12
01579,10
01580,5
01581,9
01582,6
01583,8
01584,10
01585,1
01586,6
01587,7
01588,9
01589,0
01590,6
01591,17
01592,3
01593,5
01594,10
01595,12
01596,17
01597,0
01598,3
01599,11
01600,13
01601,0
01602,14
01603,8
01604,2
01605,13
01606,1
01607,17
01608,18
01609,13
01610,4
01611,19
01612,1
01613,0
01614,2
01615,5
01616,12
01617,1
01618,2
01619,9
01620,6
01621,8
01622,12
01623,0
01624,2
01625,3
01626,12
01627,7
01628,19
01629,14
01630,11
01631,4
01632,12
01633,6
01634,9
01635,2
01636,12
01637,11
01638,17
01639,10
01640,5
01641,18
01642,15
01643,6
01644,14
01645,10
01646,16
01647,1
01648,12
01649,4
01650,1
01651,0
01652,5
01653,17
01654,17
01655,10
01656,16
01657,5
01658,18
01659,12
01660,6
01661,6
01662,4
01663,19
01664,13
01665,1
01666,8
01667,0
01668,9
01669,11
01670,13
01671,2
01672,12
01673,15
01674,11
01675,12
01676,9
01677,19
01678,11
01679,8
01680,2
01681,2
01682,1
01683,15
01684,2
01685,4
01686,8
01687,19
01688,0
01689,4
01690,4
01691,3
01692,11
01693,12
01694,18
01695,6
01696,14
01697,7
01698,3
01699,17
01700,17
01701,3
01702,10
01703,18
01704,12
01705,12
01706,8
01707,7
01708,11
01709,19
01710,11
01711,16
01712,1
01713,11
01714,0
01715,0
01716,3
01717,6
01718,3
01719,2
01720,19
01721,4
01722,12
01723,8
01724,14
01725,13
01726,3
01727,15
01728,18
01729,11
01730,5
01731,9
01732,11
01733,0
01734,19
01735,11
01736,11
01737,0
01738,5
01739,10
01740,9
01741,15
01742,1
01743,2
01744,0
01745,6
01746,3
01747,13
01748,4
01749,7
01750,3
01751,19
01752,2
01753,3
01754,5
01755,13
01756,2
01757,14
01758,12
01759,8
01760,1
01761,10
01762,0
01763,4
01764,13
01765,4
01766,12
01767,4
01768,0
01769,17
01770,15
01771,10
01772,9
01773,9
01774,6
01775,14
01776,2
01777,6
01778,11
01779,19
01780,5
01781,18
01782,18
01783,2
01784,18
01785,11
01786,9
01787,9
01788,0
01789,9
01790,0
01791,4
01792,14
01793,19
01794,9
01795,15
01796,10
01797,11
01798,5
01799,11
01800,12
01801,5
01802,6
01803,12
01804,6
01805,9
01806,6
01807,11
01808,8
01809,10
01810,13
01811,9
01812,17
01813,17
01814,0
01815,1
01816,12
01817,17
01818,8
01819,4
01820,18
01821,8
01822,14
01823,8
01824,17
01825,10
01826,16
01827,12
01828,2
01829,9
01830,18
01831,8
01832,14
01833,2
01834,3
01835,12
01836,14
01837,12
01838,18
01839,12
01840,17
01841,10
01842,6
01843,2
01844,14
01845,14
01846,11
01847,12
01848,1
01849,3
01850,19
01851,18
01852,17
01853,17
01854,5
01855,10
01856,18
01857,17
01858,12
01859,16
01860,13
01861,2
01862,18
01863,17
01864,12
01865,15
01866,11
01867,1
01868,17
01869,6
01870,12
01871,8
01872,10
01873,1
01874,5
01875,8
01876,18
01877,17
01878,0
01879,8
01880,11
01881,15
01882,6
01883,19
01884,6
01885,10
01886,4
01887,11
01888,10
01889,10
01890,7
01891,8
01892,14
01893,4
01894,19
01895,18
01896,17
01897,12
01898,6
01899,9
01900,3
01901,15
01902,10
01903,9
01904,3
01905,3
01906,17
01907,9
01908,4
01909,6
01910,18
01911,12
01912,19
01913,5
01914,18
01915,4
01916,14
01917,2
01918,10
01919,15
01920,3
01921,14
01922,11
01923,18
01924,13
01925,17
01926,17
01927,15
01928,9
01929,14
01930,11
01931,8
01932,4
01933,3
01934,16
01935,7
01936,16
01937,7
01938,6
01939,1
01940,3
01941,17
01942,14
01943,0
01944,19
01945,0
01946,2
01947,0
01948,10
01949,15
01950,3
01951,2
01952,18
01953,9
01954,3
01955,17
01956,3
01957,12
01958,14
01959,14
01960,1
01961,17
01962,4
01963,13
01964,16
01965,9
01966,8
01967,14
01968,17
01969,16
01970,9
01971,1
01972,10
01973,8
01974,0
01975,16
01976,14
01977,9
01978,9
01979,18
01980,15
01981,8
01982,0
01983,14
01984,4
01985,1
01986,14
01987,18
01988,1
01989,18
01990,6
01991,8
01992,14
01993,2
01994,15
01995,15
01996,16
01997,15
01998,0
01999,0
02000,14
02001,17
02002,6
02003,16
02004,18
02005,1
02006,6
02007,4
02008,7
02009,11
02010,4
02011,5
02012,2
02013,17
02014,7
02015,10
02016,18
02017,8
02018,4
02019,6
02020,16
02021,8
02022,1
02023,16
02024,18
02025,2
02026,14
02027,9
02028,18
02029,16
02030,8
02031,9
02032,0
02033,8
02034,4
02035,4
02036,12
02037,8
02038,13
02039,7
02040,9
02041,1
02042,9
02043,10
02044,9
02045,15
02046,4
02047,17
02048,11
02049,13
02050,1
02051,10
02052,4
02053,17
02054,16
02055,14
02056,0
02057,18
02058,1
02059,6
02060,5
02061,18
02062,10
02063,6
02064,13
02065,4
02066,19
02067,15
02068,3
02069,8
02070,11
02071,11
02072,3
02073,14
02074,18
02075,17
02076,13
02077,14
02078,8
02079,1
02080,7
02081,5
02082,15
02083,2
02084,8
02085,18
02086,4
02087,4
02088,0
02089,1
02090,0
02091,18
02092,18
02093,1
02094,3
02095,2
02096,14
02097,15
02098,17
02099,11
02100,7
02101,18
02102,18
02103,6
02104,9
02105,2
02106,10
02107,11
02108,4
02109,9
02110,4
02111,4
02112,9
02113,18
02114,12
02115,14
02116,7
02117,7
02118,14
02119,5
02120,11
02121,9
02122,4
02123,8
02124,3
02125,1
02126,9
02127,1
02128,15
02129,11
02130,5
02131,5
02132,18
02133,2
02134,18
02135,1
02136,17
02137,10
02138,4
02139,17
02140,17
02141,14
02142,9
02143,6
02144,12
02145,3
02146,18
02147,10
02148,0
02149,8
02150,1
02151,2
02152,0
02153,16
02154,8
02155,17
02156,3
02157,1
02158,19
02159,6
02160,0
02161,0
02162,3
02163,8
02164,16
02165,14
02166,9
02167,6
02168,14
02169,6
02170,18
02171,4
02172,1
02173,8
02174,8
02175,2
02176,4
02177,10
02178,17
02179,3
02180,17
02181,6
02182,8
02183,9
02184,4
02185,7
02186,2
02187,2
02188,9
02189,1
02190,11
02191,7
02192,17
02193,10
02194,10
02195,10
02196,1
02197,0
02198,0
02199,3
02200,12
02201,6
02202,11
02203,10
02204,17
02205,13
02206,14
02207,5
02208,12
02209,2
02210,17
02211,18
02212,1
02213,18
02214,2
02215,19
02216,0
02217,11
02218,6
02219,6
02220,13
02221,8
02222,12
02223,13
02224,1
02225,18
02226,9
02227,8
02228,17
02229,11
02230,0
02231,12
02232,1
02233,1
02234,0
02235,5
02236,7
02237,14
02238,5
02239,2
02240,5
02241,2
02242,4
02243,9
02244,15
02245,2
02246,17
02247,1
02248,8
02249,12
02250,19
02251,2
02252,10
02253,18
02254,18
02255,13
02256,0
02257,4
02258,17
02259,4
02260,17
02261,3
02262,18
02263,10
02264,15
02265,3
02266,10
02267,15
02268,11
02269,1
02270,12
02271,9
02272,17
02273,9
02274,11
02275,1
02276,14
02277,10
02278,9
02279,4
02280,14
02281,16
02282,11
02283,8
02284,5
02285,8
02286,10
02287,1
02288,12
02289,15
02290,6
02291,11
02292,8
02293,13
02294,2
02295,5
02296,12
02297,15
02298,10
02299,11
02300,12
02301,0
02302,9
02303,9
02304,14
02305,12
02306,1
02307,1
02308,9
02309,13
02310,5
02311,6
02312,6
02313,10
02314,18
02315,9
02316,0
02317,19
02318,2
02319,13
02320,18
02321,14
02322,1
02323,6
02324,9
02325,14
02326,2
02327,15
02328,6
02329,12
02330,5
02331,2
02332,5
02333,4
02334,9
02335,18
02336,2
02337,6
02338,17
02339,0
02340,15
02341,11
02342,2
02343,3
02344,13
02345,0
02346,11
02347,14
02348,17
02349,10
02350,12
02351,5
02352,13
02353,3
02354,14
02355,5
02356,3
02357,18
02358,19
02359,11
02360,18
02361,16
02362,18
02363,8
02364,9
02365,10
02366,18
02367,14
02368,4
02369,19
02370,15
02371,16
02372,13
02373,1
02374,18
02375,3
02376,17
02377,5
02378,12
02379,2
02380,2
02381,15
02382,9
02383,2
02384,3
02385,6
02386,3
02387,0
02388,18
02389,5
02390,16
02391,3
02392,0
02393,11
02394,1
02395,4
02396,17
02397,3
02398,9
02399,6
02400,6
02401,13
02402,5
02403,12
02404,18
02405,11
02406,2
02407,0
02408,18
02409,8
02410,9
02411,17
02412,3
02413,17
02414,0
02415,11
02416,1
02417,4
02418,14
02419,2
02420,6
02421,4
02422,8
02423,19
02424,0
02425,6
02426,1
02427,8
02428,0
02429,1
02430,0
02431,0
02432,2
02433,4
02434,8
02435,6
02436,15
02437,19
02438,12
02439,12
02440,11
02441,10
02442,10
02443,1
02444,18
02445,5
02446,12
02447,15
02448,3
02449,14
02450,3
02451,11
02452,10
02453,18
02454,17
02455,18
02456,17
02457,4
02458,9
02459,2
02460,12
02461,1
02462,6
02463,7
02464,9
02465,2
02466,2
02467,4
02468,9
02469,2
02470,14
02471,17
02472,19
02473,6
02474,17
02475,3
02476,7
02477,3
02478,18
02479,8
02480,14
02481,8
02482,5
02483,19
02484,1
02485,14
02486,10
02487,9
02488,1
02489,12
02490,12
02491,3
02492,17
02493,9
02494,16
02495,7
02496,9
02497,0
02498,17
02499,4
02500,14
02501,11
02502,18
02503,4
02504,0
02505,14
02506,16
02507,9
02508,15
02509,18
02510,2
02511,17
02512,17
02513,13
02514,3
02515,8
02516,12
02517,0
02518,12
02519,3
02520,15
02521,1
02522,11
02523,9
02524,1
02525,1
02526,1
02527,17
02528,15
02529,9
02530,0
02531,4
02532,15
02533,10
02534,4
02535,8
02536,0
02537,14
02538,5
02539,14
02540,10
02541,5
02542,16
02543,3
02544,10
02545,4
02546,10
02547,0
02548,8
02549,3
02550,17
02551,0
02552,4
02553,1
02554,0
02555,17
02556,2
02557,19
02558,10
02559,14
02560,9
02561,0
02562,8
02563,1
02564,3
02565,8
02566,13
02567,10
02568,10
02569,5
02570,18
02571,0
02572,14
02573,0
02574,6
02575,16
02576,9
02577,2
02578,0
02579,18
02580,5
02581,3
02582,9
02583,14
02584,8
02585,16
02586,0
02587,17
02588,8
02589,10
02590,16
02591,4
02592,2
02593,9
02594,11
02595,8
02596,10
02597,0
02598,4
02599,3
02600,12
02601,7
02602,2
02603,8
02604,14
02605,0
02606,10
02607,12
02608,2
02609,12
02610,7
02611,17
02612,16
02613,2
02614,9
02615,7
02616,4
02617,3
02618,13
02619,6
02620,15
02621,9
02622,6
02623,3
02624,13
02625,0
02626,10
02627,13
02628,11
02629,2
02630,9
02631,2
02632,13
02633,11
02634,2
02635,18
02636,2
02637,14
02638,17
02639,0
02640,14
02641,14
02642,0
02643,3
02644,4
02645,5
02646,9
02647,4
02648,17
02649,4
02650,19
02651,12
02652,6
02653,11
02654,0
02655,11
02656,17
02657,1
02658,10
02659,2
02660,4
02661,10
02662,7
02663,0
02664,10
02665,10
02666,5
02667,14
02668,4
02669,16
02670,2
02671,2
02672,6
02673,18
02674,9
02675,0
02676,12
02677,2
02678,10
02679,9
02680,2
02681,8
02682,1
02683,4
02684,9
02685,18
02686,8
02687,9
02688,7
02689,0
02690,18
02691,12
02692,0
02693,3
02694,19
02695,13
02696,0
02697,16
02698,7
02699,7
02700,2
02701,1
02702,12
02703,11
02704,9
02705,4
02706,3
02707,8
02708,18
02709,4
02710,18
02711,9
02712,0
02713,19
02714,3
02715,6
02716,15
02717,8
02718,3
02719,9
02720,6
02721,5
02722,4
02723,16
02724,7
02725,0
02726,10
02727,11
02728,10
02729,0
02730,14
02731,8
02732,9
02733,19
02734,2
02735,18
02736,11
02737,3
02738,4
02739,11
02740,14
02741,5
02742,10
02743,8
02744,7
02745,2
02746,3
02747,1
02748,8
02749,0
02750,11
02751,13
02752,12
02753,7
02754,14
02755,11
02756,0
02757,12
02758,10
02759,15
02760,18
02761,11
02762,6
02763,6
02764,3
02765,9
02766,3
02767,17
02768,13
02769,9
02770,14
02771,9
02772,9
02773,1
02774,16
02775,14
02776,4
02777,16
02778,10
02779,14
02780,15
02781,16
02782,8
02783,1
02784,14
02785,10
02786,6
02787,14
02788,10
02789,8
02790,4
02791,3
02792,15
02793,18
02794,1
02795,8
02796,9
02797,17
